antecedents,consequents,support,confidence,lift
"Arcane Signet, Ash Barrens, Exotic Orchard",Path of Ancestry,0.02178649237472767,0.8333333333333334,13.825301204819278
"Arcane Signet, Ash Barrens, Command Tower, Exotic Orchard",Path of Ancestry,0.02178649237472767,0.8333333333333334,13.825301204819278
Path of Ancestry,"Arcane Signet, Evolving Wilds, Exotic Orchard",0.02832244008714597,0.46987951807228917,13.7664701358626
"Arcane Signet, Command Tower, Evolving Wilds, Exotic Orchard",Path of Ancestry,0.02832244008714597,0.8297872340425532,13.7664701358626
"Arcane Signet, Evolving Wilds, Exotic Orchard",Path of Ancestry,0.02832244008714597,0.8297872340425532,13.7664701358626
Path of Ancestry,"Arcane Signet, Command Tower, Evolving Wilds, Exotic Orchard",0.02832244008714597,0.46987951807228917,13.7664701358626
"Exotic Orchard, Path of Ancestry","Arcane Signet, Evolving Wilds, Sol Ring",0.02832244008714597,0.5492957746478874,13.75236875800256
"Command Tower, Exotic Orchard, Path of Ancestry","Arcane Signet, Evolving Wilds, Sol Ring",0.02832244008714597,0.5492957746478874,13.75236875800256
"Exotic Orchard, Path of Ancestry","Arcane Signet, Command Tower, Evolving Wilds, Sol Ring",0.02832244008714597,0.5492957746478874,13.75236875800256
"Arcane Signet, Evolving Wilds, Sol Ring","Exotic Orchard, Path of Ancestry",0.02832244008714597,0.709090909090909,13.752368758002559
"Arcane Signet, Evolving Wilds, Sol Ring","Command Tower, Exotic Orchard, Path of Ancestry",0.02832244008714597,0.709090909090909,13.752368758002559
"Arcane Signet, Command Tower, Evolving Wilds, Sol Ring","Exotic Orchard, Path of Ancestry",0.02832244008714597,0.709090909090909,13.752368758002559
"Arcane Signet, Ash Barrens, Command Tower","Exotic Orchard, Path of Ancestry, Sol Ring",0.02178649237472767,0.6976744186046512,13.724252491694351
"Arcane Signet, Ash Barrens","Command Tower, Exotic Orchard, Path of Ancestry, Sol Ring",0.02178649237472767,0.6976744186046512,13.724252491694351
"Exotic Orchard, Path of Ancestry, Sol Ring","Arcane Signet, Ash Barrens",0.02178649237472767,0.42857142857142855,13.724252491694351
"Command Tower, Exotic Orchard, Path of Ancestry, Sol Ring","Arcane Signet, Ash Barrens",0.02178649237472767,0.42857142857142855,13.724252491694351
"Exotic Orchard, Path of Ancestry, Sol Ring","Arcane Signet, Ash Barrens, Command Tower",0.02178649237472767,0.42857142857142855,13.724252491694351
"Arcane Signet, Ash Barrens","Exotic Orchard, Path of Ancestry, Sol Ring",0.02178649237472767,0.6976744186046512,13.724252491694351
Ash Barrens,"Command Tower, Evolving Wilds, Exotic Orchard, Sol Ring",0.02251270878721859,0.5849056603773586,13.65110329389191
"Evolving Wilds, Exotic Orchard, Sol Ring","Ash Barrens, Command Tower",0.02251270878721859,0.5254237288135594,13.65110329389191
Ash Barrens,"Evolving Wilds, Exotic Orchard, Sol Ring",0.02251270878721859,0.5849056603773586,13.65110329389191
"Command Tower, Evolving Wilds, Exotic Orchard, Sol Ring",Ash Barrens,0.02251270878721859,0.5254237288135594,13.65110329389191
"Evolving Wilds, Exotic Orchard, Sol Ring",Ash Barrens,0.02251270878721859,0.5254237288135594,13.65110329389191
"Ash Barrens, Command Tower","Evolving Wilds, Exotic Orchard, Sol Ring",0.02251270878721859,0.5849056603773586,13.65110329389191
"Path of Ancestry, Terramorphic Expanse","Command Tower, Evolving Wilds, Sol Ring",0.02178649237472767,0.9090909090909092,13.606719367588935
"Arcane Signet, Ash Barrens, Sol Ring","Command Tower, Exotic Orchard, Path of Ancestry",0.02178649237472767,0.6976744186046512,13.530953160825419
"Command Tower, Exotic Orchard, Path of Ancestry","Arcane Signet, Ash Barrens, Sol Ring",0.02178649237472767,0.4225352112676057,13.530953160825419
"Exotic Orchard, Path of Ancestry","Arcane Signet, Ash Barrens, Command Tower",0.02178649237472767,0.4225352112676057,13.530953160825419
"Arcane Signet, Ash Barrens","Command Tower, Exotic Orchard, Path of Ancestry",0.02178649237472767,0.6976744186046512,13.530953160825419
"Arcane Signet, Ash Barrens, Command Tower","Exotic Orchard, Path of Ancestry",0.02178649237472767,0.6976744186046512,13.530953160825419
"Command Tower, Exotic Orchard, Path of Ancestry","Arcane Signet, Ash Barrens",0.02178649237472767,0.4225352112676057,13.530953160825419
"Exotic Orchard, Path of Ancestry","Arcane Signet, Ash Barrens, Sol Ring",0.02178649237472767,0.4225352112676057,13.530953160825419
"Arcane Signet, Ash Barrens, Command Tower, Sol Ring","Exotic Orchard, Path of Ancestry",0.02178649237472767,0.6976744186046512,13.530953160825419
"Arcane Signet, Ash Barrens","Exotic Orchard, Path of Ancestry",0.02178649237472767,0.6976744186046512,13.530953160825419
"Exotic Orchard, Path of Ancestry","Arcane Signet, Ash Barrens",0.02178649237472767,0.4225352112676057,13.530953160825419
"Arcane Signet, Ash Barrens, Sol Ring","Exotic Orchard, Path of Ancestry",0.02178649237472767,0.6976744186046512,13.530953160825419
"Exotic Orchard, Path of Ancestry","Arcane Signet, Ash Barrens, Command Tower, Sol Ring",0.02178649237472767,0.4225352112676057,13.530953160825419
"Ash Barrens, Command Tower, Path of Ancestry","Arcane Signet, Exotic Orchard, Sol Ring",0.02178649237472767,0.9090909090909092,13.460410557184751
"Ash Barrens, Path of Ancestry","Arcane Signet, Command Tower, Exotic Orchard, Sol Ring",0.02178649237472767,0.9090909090909092,13.460410557184751
"Ash Barrens, Path of Ancestry","Arcane Signet, Exotic Orchard, Sol Ring",0.02178649237472767,0.9090909090909092,13.460410557184751
"Ash Barrens, Command Tower","Evolving Wilds, Exotic Orchard",0.02251270878721859,0.5849056603773586,13.423584905660379
"Ash Barrens, Sol Ring","Command Tower, Evolving Wilds, Exotic Orchard",0.02251270878721859,0.5849056603773586,13.423584905660379
"Ash Barrens, Command Tower, Sol Ring","Evolving Wilds, Exotic Orchard",0.02251270878721859,0.5849056603773586,13.423584905660379
"Ash Barrens, Sol Ring","Evolving Wilds, Exotic Orchard",0.02251270878721859,0.5849056603773586,13.423584905660379
Ash Barrens,"Evolving Wilds, Exotic Orchard",0.02251270878721859,0.5849056603773586,13.423584905660379
Ash Barrens,"Command Tower, Evolving Wilds, Exotic Orchard",0.02251270878721859,0.5849056603773586,13.423584905660379
"Evolving Wilds, Exotic Orchard","Ash Barrens, Sol Ring",0.02251270878721859,0.5166666666666666,13.423584905660377
"Command Tower, Evolving Wilds, Exotic Orchard","Ash Barrens, Sol Ring",0.02251270878721859,0.5166666666666666,13.423584905660377
"Evolving Wilds, Exotic Orchard","Ash Barrens, Command Tower, Sol Ring",0.02251270878721859,0.5166666666666666,13.423584905660377
"Evolving Wilds, Exotic Orchard","Ash Barrens, Command Tower",0.02251270878721859,0.5166666666666666,13.423584905660377
"Command Tower, Evolving Wilds, Exotic Orchard",Ash Barrens,0.02251270878721859,0.5166666666666666,13.423584905660377
"Evolving Wilds, Exotic Orchard",Ash Barrens,0.02251270878721859,0.5166666666666666,13.423584905660377
"Command Tower, Exotic Orchard, Terramorphic Expanse","Arcane Signet, Evolving Wilds",0.021060275962236745,0.6304347826086957,13.35551839464883
"Arcane Signet, Evolving Wilds","Command Tower, Exotic Orchard, Terramorphic Expanse",0.021060275962236745,0.44615384615384607,13.355518394648827
"Command Tower, Path of Ancestry, Terramorphic Expanse","Evolving Wilds, Sol Ring",0.02178649237472767,0.9090909090909092,13.317214700193425
"Path of Ancestry, Terramorphic Expanse","Evolving Wilds, Sol Ring",0.02178649237472767,0.9090909090909092,13.317214700193425
"Commander's Sphere, Terramorphic Expanse","Evolving Wilds, Sol Ring",0.020334059549745823,0.9032258064516129,13.231297185998626
"Arcane Signet, Evolving Wilds","Command Tower, Exotic Orchard, Sol Ring, Terramorphic Expanse",0.020334059549745823,0.43076923076923074,13.18153846153846
"Arcane Signet, Evolving Wilds","Exotic Orchard, Sol Ring, Terramorphic Expanse",0.020334059549745823,0.43076923076923074,13.18153846153846
"Arcane Signet, Command Tower, Evolving Wilds","Exotic Orchard, Sol Ring, Terramorphic Expanse",0.020334059549745823,0.43076923076923074,13.18153846153846
"Exotic Orchard, Sol Ring, Terramorphic Expanse","Arcane Signet, Evolving Wilds",0.020334059549745823,0.6222222222222221,13.181538461538459
"Command Tower, Exotic Orchard, Sol Ring, Terramorphic Expanse","Arcane Signet, Evolving Wilds",0.020334059549745823,0.6222222222222221,13.181538461538459
"Exotic Orchard, Sol Ring, Terramorphic Expanse","Arcane Signet, Command Tower, Evolving Wilds",0.020334059549745823,0.6222222222222221,13.181538461538459
"Ash Barrens, Path of Ancestry","Arcane Signet, Command Tower, Exotic Orchard",0.02178649237472767,0.9090909090909092,13.177033492822968
"Ash Barrens, Path of Ancestry, Sol Ring","Arcane Signet, Exotic Orchard",0.02178649237472767,0.9090909090909092,13.177033492822968
"Ash Barrens, Command Tower, Path of Ancestry","Arcane Signet, Exotic Orchard",0.02178649237472767,0.9090909090909092,13.177033492822968
"Ash Barrens, Command Tower, Path of Ancestry, Sol Ring","Arcane Signet, Exotic Orchard",0.02178649237472767,0.9090909090909092,13.177033492822968
"Ash Barrens, Path of Ancestry","Arcane Signet, Exotic Orchard",0.02178649237472767,0.9090909090909092,13.177033492822968
"Ash Barrens, Path of Ancestry, Sol Ring","Arcane Signet, Command Tower, Exotic Orchard",0.02178649237472767,0.9090909090909092,13.177033492822968
"Evolving Wilds, Exotic Orchard","Command Tower, Sol Ring, Terramorphic Expanse",0.029774872912127815,0.6833333333333333,13.06875
"Command Tower, Sol Ring, Terramorphic Expanse","Evolving Wilds, Exotic Orchard",0.029774872912127815,0.5694444444444444,13.068749999999998
"Evolving Wilds, Sol Ring","Command Tower, Exotic Orchard, Terramorphic Expanse",0.029774872912127815,0.43617021276595747,13.056660499537466
"Command Tower, Exotic Orchard, Terramorphic Expanse","Evolving Wilds, Sol Ring",0.029774872912127815,0.891304347826087,13.056660499537466
"Arcane Signet, Ash Barrens","Command Tower, Path of Ancestry, Sol Ring",0.023965141612200435,0.7674418604651163,13.046511627906977
"Command Tower, Path of Ancestry, Sol Ring","Arcane Signet, Ash Barrens",0.023965141612200435,0.4074074074074074,13.046511627906977
"Arcane Signet, Ash Barrens, Command Tower","Path of Ancestry, Sol Ring",0.023965141612200435,0.7674418604651163,12.887407827566648
"Command Tower, Path of Ancestry","Arcane Signet, Ash Barrens, Sol Ring",0.023965141612200435,0.40243902439024387,12.887407827566648
"Arcane Signet, Ash Barrens","Path of Ancestry, Sol Ring",0.023965141612200435,0.7674418604651163,12.887407827566648
"Path of Ancestry, Sol Ring","Arcane Signet, Ash Barrens",0.023965141612200435,0.40243902439024387,12.887407827566648
"Arcane Signet, Ash Barrens, Sol Ring","Command Tower, Path of Ancestry",0.023965141612200435,0.7674418604651163,12.887407827566648
"Path of Ancestry, Sol Ring","Arcane Signet, Ash Barrens, Command Tower",0.023965141612200435,0.40243902439024387,12.887407827566648
"Arcane Signet, Ash Barrens","Command Tower, Path of Ancestry",0.023965141612200435,0.7674418604651163,12.887407827566648
"Command Tower, Path of Ancestry","Arcane Signet, Ash Barrens",0.023965141612200435,0.40243902439024387,12.887407827566648
"Exotic Orchard, Terramorphic Expanse","Arcane Signet, Evolving Wilds",0.021060275962236745,0.6041666666666665,12.799038461538458
"Arcane Signet, Command Tower, Evolving Wilds","Exotic Orchard, Terramorphic Expanse",0.021060275962236745,0.44615384615384607,12.799038461538458
"Arcane Signet, Evolving Wilds","Exotic Orchard, Terramorphic Expanse",0.021060275962236745,0.44615384615384607,12.799038461538458
"Exotic Orchard, Terramorphic Expanse","Arcane Signet, Command Tower, Evolving Wilds",0.021060275962236745,0.6041666666666665,12.799038461538458
"Exotic Orchard, Terramorphic Expanse","Command Tower, Evolving Wilds, Sol Ring",0.029774872912127815,0.8541666666666666,12.784646739130435
"Command Tower, Evolving Wilds, Sol Ring","Exotic Orchard, Terramorphic Expanse",0.029774872912127815,0.4456521739130435,12.784646739130434
"Arcane Signet, Ash Barrens, Command Tower",Path of Ancestry,0.023965141612200435,0.7674418604651163,12.732137853740545
"Arcane Signet, Ash Barrens, Command Tower, Sol Ring",Path of Ancestry,0.023965141612200435,0.7674418604651163,12.732137853740545
"Arcane Signet, Ash Barrens, Sol Ring",Path of Ancestry,0.023965141612200435,0.7674418604651163,12.732137853740545
"Arcane Signet, Ash Barrens",Path of Ancestry,0.023965141612200435,0.7674418604651163,12.732137853740545
"Command Tower, Evolving Wilds, Exotic Orchard","Sol Ring, Terramorphic Expanse",0.029774872912127815,0.6833333333333333,12.715540540540541
"Evolving Wilds, Exotic Orchard","Sol Ring, Terramorphic Expanse",0.029774872912127815,0.6833333333333333,12.715540540540541
"Sol Ring, Terramorphic Expanse","Command Tower, Evolving Wilds, Exotic Orchard",0.029774872912127815,0.5540540540540541,12.71554054054054
"Sol Ring, Terramorphic Expanse","Evolving Wilds, Exotic Orchard",0.029774872912127815,0.5540540540540541,12.71554054054054
"Arcane Signet, Commander's Sphere, Exotic Orchard, Sol Ring","Command Tower, Path of Ancestry",0.020334059549745823,0.7567567567567567,12.707976268951876
"Arcane Signet, Exotic Orchard, Terramorphic Expanse","Command Tower, Evolving Wilds, Sol Ring",0.020334059549745823,0.8484848484848485,12.699604743083006
"Arcane Signet, Commander's Sphere, Exotic Orchard, Sol Ring",Path of Ancestry,0.020334059549745823,0.7567567567567567,12.55486812113318
"Arcane Signet, Command Tower, Commander's Sphere, Exotic Orchard, Sol Ring",Path of Ancestry,0.020334059549745823,0.7567567567567567,12.55486812113318
"Evolving Wilds, Path of Ancestry","Arcane Signet, Exotic Orchard, Sol Ring",0.02832244008714597,0.8478260869565217,12.553295932678822
"Command Tower, Evolving Wilds, Path of Ancestry","Arcane Signet, Exotic Orchard, Sol Ring",0.02832244008714597,0.8478260869565217,12.553295932678822
"Arcane Signet, Exotic Orchard, Sol Ring","Evolving Wilds, Path of Ancestry",0.02832244008714597,0.4193548387096774,12.553295932678822
"Arcane Signet, Command Tower, Exotic Orchard, Sol Ring","Evolving Wilds, Path of Ancestry",0.02832244008714597,0.4193548387096774,12.553295932678822
"Evolving Wilds, Path of Ancestry","Arcane Signet, Command Tower, Exotic Orchard, Sol Ring",0.02832244008714597,0.8478260869565217,12.553295932678822
"Arcane Signet, Exotic Orchard, Sol Ring","Command Tower, Evolving Wilds, Path of Ancestry",0.02832244008714597,0.4193548387096774,12.553295932678822
"Arcane Signet, Commander's Sphere, Exotic Orchard","Command Tower, Path of Ancestry, Sol Ring",0.020334059549745823,0.7368421052631579,12.526315789473683
"Command Tower, Path of Ancestry","Arcane Signet, Evolving Wilds, Sol Ring",0.029774872912127815,0.5,12.518181818181818
"Arcane Signet, Evolving Wilds, Sol Ring","Command Tower, Path of Ancestry",0.029774872912127815,0.7454545454545455,12.518181818181818
"Evolving Wilds, Sol Ring","Exotic Orchard, Terramorphic Expanse",0.029774872912127815,0.43617021276595747,12.512632978723403
"Exotic Orchard, Terramorphic Expanse","Evolving Wilds, Sol Ring",0.029774872912127815,0.8541666666666666,12.512632978723403
"Command Tower, Sol Ring, Terramorphic Expanse","Evolving Wilds, Path of Ancestry",0.02178649237472767,0.4166666666666667,12.472826086956523
"Evolving Wilds, Path of Ancestry","Command Tower, Sol Ring, Terramorphic Expanse",0.02178649237472767,0.6521739130434784,12.472826086956523
"Arcane Signet, Exotic Orchard, Terramorphic Expanse","Evolving Wilds, Sol Ring",0.020334059549745823,0.8484848484848485,12.429400386847195
"Arcane Signet, Command Tower, Exotic Orchard, Terramorphic Expanse","Evolving Wilds, Sol Ring",0.020334059549745823,0.8484848484848485,12.429400386847195
"Command Tower, Terramorphic Expanse","Evolving Wilds, Sol Ring",0.04793028322440087,0.8461538461538461,12.395253682487725
"Evolving Wilds, Sol Ring","Command Tower, Terramorphic Expanse",0.04793028322440087,0.7021276595744681,12.395253682487725
"Arcane Signet, Command Tower, Commander's Sphere, Exotic Orchard","Path of Ancestry, Sol Ring",0.020334059549745823,0.7368421052631579,12.373555840821565
"Arcane Signet, Commander's Sphere, Exotic Orchard","Path of Ancestry, Sol Ring",0.020334059549745823,0.7368421052631579,12.373555840821565
"Arcane Signet, Commander's Sphere, Exotic Orchard","Command Tower, Path of Ancestry",0.020334059549745823,0.7368421052631579,12.373555840821565
"Arcane Signet, Evolving Wilds, Sol Ring",Path of Ancestry,0.029774872912127815,0.7454545454545455,12.36736035049288
"Arcane Signet, Command Tower, Evolving Wilds, Sol Ring",Path of Ancestry,0.029774872912127815,0.7454545454545455,12.36736035049288
Path of Ancestry,"Arcane Signet, Evolving Wilds, Sol Ring",0.029774872912127815,0.49397590361445787,12.36736035049288
Path of Ancestry,"Arcane Signet, Command Tower, Evolving Wilds, Sol Ring",0.029774872912127815,0.49397590361445787,12.36736035049288
"Evolving Wilds, Exotic Orchard","Command Tower, Terramorphic Expanse",0.030501089324618737,0.7,12.357692307692307
"Command Tower, Terramorphic Expanse","Evolving Wilds, Exotic Orchard",0.030501089324618737,0.5384615384615384,12.357692307692306
"Arcane Signet, Evolving Wilds, Path of Ancestry","Exotic Orchard, Sol Ring",0.02832244008714597,0.9512195121951219,12.356879889553612
"Arcane Signet, Evolving Wilds, Path of Ancestry","Command Tower, Exotic Orchard, Sol Ring",0.02832244008714597,0.9512195121951219,12.356879889553612
"Arcane Signet, Command Tower, Evolving Wilds, Path of Ancestry","Exotic Orchard, Sol Ring",0.02832244008714597,0.9512195121951219,12.356879889553612
"Command Tower, Evolving Wilds","Arcane Signet, Terramorphic Expanse",0.030501089324618737,0.411764705882353,12.326086956521742
"Arcane Signet, Terramorphic Expanse","Command Tower, Evolving Wilds",0.030501089324618737,0.9130434782608696,12.32608695652174
"Exotic Orchard, Sol Ring, Terramorphic Expanse","Command Tower, Evolving Wilds",0.029774872912127815,0.9111111111111111,12.3
"Command Tower, Evolving Wilds","Exotic Orchard, Sol Ring, Terramorphic Expanse",0.029774872912127815,0.4019607843137255,12.299999999999999
"Command Tower, Evolving Wilds, Path of Ancestry","Arcane Signet, Exotic Orchard",0.02832244008714597,0.8478260869565217,12.289016018306636
"Arcane Signet, Exotic Orchard","Command Tower, Evolving Wilds, Path of Ancestry, Sol Ring",0.02832244008714597,0.4105263157894737,12.289016018306636
"Command Tower, Evolving Wilds, Path of Ancestry, Sol Ring","Arcane Signet, Exotic Orchard",0.02832244008714597,0.8478260869565217,12.289016018306636
"Arcane Signet, Exotic Orchard","Evolving Wilds, Path of Ancestry",0.02832244008714597,0.4105263157894737,12.289016018306636
"Evolving Wilds, Path of Ancestry, Sol Ring","Arcane Signet, Command Tower, Exotic Orchard",0.02832244008714597,0.8478260869565217,12.289016018306636
"Arcane Signet, Exotic Orchard","Command Tower, Evolving Wilds, Path of Ancestry",0.02832244008714597,0.4105263157894737,12.289016018306636
"Evolving Wilds, Path of Ancestry","Arcane Signet, Command Tower, Exotic Orchard",0.02832244008714597,0.8478260869565217,12.289016018306636
"Evolving Wilds, Path of Ancestry, Sol Ring","Arcane Signet, Exotic Orchard",0.02832244008714597,0.8478260869565217,12.289016018306636
"Evolving Wilds, Path of Ancestry","Arcane Signet, Exotic Orchard",0.02832244008714597,0.8478260869565217,12.289016018306636
"Arcane Signet, Command Tower, Exotic Orchard","Evolving Wilds, Path of Ancestry",0.02832244008714597,0.4105263157894737,12.289016018306636
"Arcane Signet, Command Tower, Exotic Orchard","Evolving Wilds, Path of Ancestry, Sol Ring",0.02832244008714597,0.4105263157894737,12.289016018306636
"Arcane Signet, Exotic Orchard","Evolving Wilds, Path of Ancestry, Sol Ring",0.02832244008714597,0.4105263157894737,12.289016018306636
"Path of Ancestry, Sol Ring, Terramorphic Expanse","Command Tower, Evolving Wilds",0.02178649237472767,0.9090909090909092,12.272727272727275
"Path of Ancestry, Terramorphic Expanse","Command Tower, Evolving Wilds",0.02178649237472767,0.9090909090909092,12.272727272727275
"Evolving Wilds, Exotic Orchard, Sol Ring","Command Tower, Terramorphic Expanse",0.029774872912127815,0.6949152542372882,12.267926988265973
"Command Tower, Terramorphic Expanse","Evolving Wilds, Exotic Orchard, Sol Ring",0.029774872912127815,0.5256410256410257,12.267926988265971
"Arcane Signet, Command Tower, Commander's Sphere, Exotic Orchard",Path of Ancestry,0.020334059549745823,0.7368421052631579,12.224476854787572
"Arcane Signet, Commander's Sphere, Exotic Orchard",Path of Ancestry,0.020334059549745823,0.7368421052631579,12.224476854787572
"Arcane Signet, Sol Ring, Terramorphic Expanse","Command Tower, Evolving Wilds",0.026143790849673203,0.9,12.15
"Command Tower, Evolving Wilds, Path of Ancestry","Sol Ring, Terramorphic Expanse",0.02178649237472767,0.6521739130434784,12.135722679200942
"Sol Ring, Terramorphic Expanse","Command Tower, Evolving Wilds, Path of Ancestry",0.02178649237472767,0.40540540540540543,12.135722679200942
"Sol Ring, Terramorphic Expanse","Evolving Wilds, Path of Ancestry",0.02178649237472767,0.40540540540540543,12.135722679200942
"Evolving Wilds, Path of Ancestry","Sol Ring, Terramorphic Expanse",0.02178649237472767,0.6521739130434784,12.135722679200942
"Arcane Signet, Evolving Wilds, Path of Ancestry","Command Tower, Exotic Orchard",0.02832244008714597,0.9512195121951219,12.128048780487804
